timestamp,visitorid,event,itemid,transactionid
1767255480000,553,view,1002,
1767255780000,136,view,1250,
1767257160000,710,view,1332,
1767257460000,862,view,1212,
1767257700000,701,view,1323,
1767258000000,544,view,1018,
1767258180000,850,view,1124,
1767258600000,850,view,1234,
1767258720000,850,view,1214,
1767258840000,371,view,1197,
1767259020000,22,view,1283,
1767259080000,389,view,1320,
1767259260000,389,view,1243,
1767259260000,371,view,1244,
1767259380000,389,view,1020,
1767259440000,1118,view,1306,
1767259500000,784,view,1060,
1767259500000,371,view,1124,
1767259620000,821,view,1215,
1767259680000,1102,view,1167,
1767259680000,389,view,1230,
1767259740000,389,view,1003,
1767259860000,371,view,1094,
1767260040000,389,addtocart,1003,
1767260040000,1102,addtocart,1167,
1767260100000,371,view,1167,
1767260160000,380,view,1025,
1767260220000,1102,view,1321,
1767260400000,115,view,1213,
1767260460000,1102,addtocart,1321,
1767260520000,347,view,1278,
1767260520000,371,addtocart,1167,
1767260580000,722,view,1264,
1767260640000,1102,view,1311,
1767260820000,371,transaction,1167,100214.0
1767260940000,1102,addtocart,1311,
1767261240000,1102,transaction,1311,100621.0
1767261240000,1102,view,1157,
1767261540000,76,view,1125,
1767261720000,1164,view,1000,
1767262320000,620,view,1073,
1767262380000,620,view,1180,
1767262740000,43,view,1241,
1767262740000,22,view,1047,
1767262800000,620,addtocart,1180,
1767262860000,620,view,1160,
1767263220000,281,view,1055,
1767263220000,980,view,1035,
1767263220000,620,view,1003,
1767263280000,980,view,1053,
1767263340000,980,view,1245,
1767263580000,654,view,1193,
1767263640000,980,view,1323,
1767263700000,980,addtocart,1323,
1767263760000,641,view,1270,
1767264000000,980,view,1305,
1767264060000,980,addtocart,1305,
1767264540000,900,view,1304,
1767264660000,900,addtocart,1304,
1767264780000,958,view,1301,
1767264840000,69,view,1073,
1767264900000,900,view,1249,
1767265260000,900,view,1209,
1767265440000,900,view,1119,
1767265620000,667,view,1160,
1767265680000,229,view,1116,
1767265740000,86,view,1070,
1767265740000,181,view,1243,
1767265860000,86,view,1153,
1767265920000,86,view,1043,
1767265920000,181,view,1183,
1767265980000,86,view,1003,
1767266040000,181,addtocart,1183,
1767266220000,181,view,1293,
1767266340000,538,view,1182,
1767266340000,86,view,1093,
1767266580000,181,addtocart,1293,
1767266640000,10,view,1285,
1767266760000,181,view,1072,
1767266760000,1054,view,1006,
1767266880000,181,view,1212,
1767267480000,932,view,1277,
1767267900000,710,view,1053,
1767267960000,117,view,1333,
1767268020000,824,view,1001,
1767268320000,824,view,1079,
1767268380000,52,view,1155,
1767268560000,1095,view,1231,
1767268620000,824,addtocart,1079,
1767268680000,824,view,1211,
1767270120000,405,view,1267,
1767270120000,947,view,1327,
1767272040000,221,view,1157,
1767272100000,62,view,1190,
1767272220000,566,view,1116,
1767272280000,304,view,1333,
1767272340000,941,view,1149,
1767272460000,304,view,1213,
1767272520000,566,view,1189,
1767272760000,304,view,1136,
1767272820000,814,view,1205,
1767272820000,991,view,1130,
1767272940000,814,addtocart,1205,
1767272940000,566,view,1069,
1767273000000,81,view,1110,
1767273180000,814,transaction,1205,100476.0
1767273180000,814,view,1185,
1767273180000,304,view,1193,
1767273180000,991,view,1070,
1767273300000,991,view,1270,
1767273360000,81,view,1236,
1767273480000,304,view,1203,
1767273600000,328,view,1125,
1767273660000,81,view,1186,
1767273720000,991,view,1330,
1767273900000,328,view,1157,
1767274080000,81,view,1300,
1767274140000,328,view,1335,
1767274140000,806,view,1239,
1767274140000,991,view,1238,
1767274260000,385,view,1240,
1767274260000,328,addtocart,1335,
1767274320000,1016,view,1346,
1767274380000,806,view,1209,
1767274560000,328,transaction,1335,100182.0
1767274560000,328,view,1235,
1767274620000,806,addtocart,1209,
1767274740000,806,view,1146,
1767274800000,806,view,1076,
1767275040000,110,view,1025,
1767275700000,973,view,1115,
1767276480000,1190,view,1268,
1767276840000,1190,view,1310,
1767277080000,1190,view,1050,
1767277140000,1191,view,1228,
1767277440000,1190,view,1200,
1767277620000,1190,view,1180,
1767278040000,1190,addtocart,1180,
1767278340000,1071,view,1036,
1767280680000,245,view,1229,
1767280980000,859,view,1307,
1767281100000,890,view,1311,
1767281100000,619,view,1222,
1767282180000,861,view,1048,
1767282180000,1089,view,1022,
1767282300000,107,view,1192,
1767282420000,107,view,1125,
1767282720000,107,addtocart,1125,
1767282780000,107,transaction,1125,100064.0
1767282780000,107,view,1282,
1767282840000,877,view,1003,
1767283260000,39,view,1295,
1767283620000,623,view,1332,
1767284040000,679,view,1058,
1767284100000,344,view,1137,
1767285240000,774,view,1030,
1767285420000,774,view,1005,
1767285480000,774,view,1025,
1767285540000,259,view,1274,
1767285780000,57,view,1165,
1767285960000,259,view,1134,
1767286260000,259,view,1144,
1767286440000,259,view,1136,
1767286500000,259,view,1194,
1767288480000,691,view,1272,
1767288660000,663,view,1166,
1767289020000,297,view,1325,
1767290940000,160,view,1003,
1767291540000,310,view,1241,
1767291720000,955,view,1046,
1767291840000,1140,view,1089,
1767292200000,695,view,1065,
1767292920000,897,view,1264,
1767293100000,1076,view,1030,
1767293280000,642,view,1194,
1767293520000,1027,view,1161,
1767293640000,1027,view,1185,
1767294300000,953,view,1207,
1767294360000,1101,view,1086,
1767295260000,683,view,1148,
1767295500000,822,view,1076,
1767295680000,746,view,1042,
1767295680000,683,view,1208,
1767296100000,683,view,1226,
1767296400000,767,view,1112,
1767296520000,451,view,1181,
1767297000000,572,view,1016,
1767297720000,387,view,1000,
1767298620000,11,view,1215,
1767298680000,897,view,1142,
1767298980000,722,view,1255,
1767299040000,695,view,1048,
1767299100000,722,view,1219,
1767299160000,340,view,1189,
1767299400000,340,view,1289,
1767299700000,764,view,1153,
1767299760000,340,addtocart,1289,
1767299880000,161,view,1285,
1767300120000,175,view,1275,
1767300900000,448,view,1234,
1767301560000,905,view,1292,
1767301620000,47,view,1138,
1767301740000,871,view,1059,
1767301860000,579,view,1313,
1767302280000,579,addtocart,1313,
1767302400000,579,view,1222,
1767302520000,579,view,1312,
1767302640000,579,view,1302,
1767302940000,579,view,1342,
1767303180000,986,view,1207,
1767303180000,900,view,1099,
1767303240000,1027,view,1123,
1767303360000,237,view,1211,
1767303480000,1174,view,1178,
1767303540000,694,view,1235,
1767303660000,237,view,1262,
1767303780000,907,view,1044,
1767303840000,237,addtocart,1262,
1767304140000,237,transaction,1262,100136.0
1767304140000,237,view,1242,
1767304140000,220,view,1215,
1767304320000,237,addtocart,1242,
1767304380000,793,view,1251,
1767304500000,237,transaction,1242,100137.0
1767304920000,344,view,1339,
1767305940000,1135,view,1159,
1767307860000,230,view,1184,
1767308040000,947,view,1289,
1767308220000,1088,view,1337,
1767309180000,1021,view,1064,
1767309540000,638,view,1091,
1767309780000,4,view,1066,
1767309960000,121,view,1166,
1767310080000,757,view,1286,
1767310500000,757,addtocart,1286,
1767310680000,757,view,1021,
1767310680000,283,view,1193,
1767310920000,726,view,1345,
1767310980000,283,view,1131,
1767310980000,1043,view,1167,
1767311040000,283,view,1123,
1767311100000,881,view,1349,
1767311100000,726,view,1005,
1767311160000,283,view,1063,
1767311460000,726,view,1275,
1767311520000,283,addtocart,1063,
1767311580000,726,addtocart,1275,
1767311700000,726,transaction,1275,100418.0
1767312180000,480,view,1179,
1767312300000,1127,view,1329,
1767312780000,814,view,1307,
1767313380000,461,view,1081,
1767313440000,633,view,1303,
1767313620000,131,view,1188,
1767315000000,599,view,1181,
1767315000000,540,view,1306,
1767315240000,772,view,1038,
1767315840000,885,view,1339,
1767316680000,611,view,1071,
1767317700000,116,view,1145,
1767317820000,116,view,1165,
1767317940000,116,addtocart,1165,
1767318240000,116,view,1033,
1767318240000,945,view,1132,
1767318420000,964,view,1230,
1767318540000,116,view,1233,
1767318720000,116,view,1015,
1767318780000,116,addtocart,1015,
1767318900000,116,transaction,1015,100067.0
1767319560000,958,view,1078,
1767319860000,1000,view,1150,
1767320160000,1000,addtocart,1150,
1767320220000,1000,view,1017,
1767320400000,875,view,1295,
1767320640000,1000,addtocart,1017,
1767320820000,1000,transaction,1017,100578.0
1767321960000,34,view,1208,
1767322200000,889,view,1043,
1767322920000,631,view,1299,
1767323640000,689,view,1220,
1767324180000,1030,view,1316,
1767325080000,862,view,1077,
1767325200000,308,view,1181,
1767325260000,986,view,1208,
1767325380000,308,view,1166,
1767325440000,308,view,1096,
1767325500000,862,view,1267,
1767325560000,139,view,1314,
1767325620000,308,view,1041,
1767325800000,308,addtocart,1041,
1767325860000,308,view,1221,
1767325860000,308,transaction,1041,100171.0
1767325920000,862,view,1347,
1767326220000,1014,view,1032,
1767326220000,862,view,1116,
1767326460000,226,view,1176,
1767326640000,1014,view,1262,
1767326880000,1014,view,1312,
1767327300000,1014,view,1222,
1767327360000,1014,addtocart,1222,
1767327420000,1014,view,1219,
1767327420000,1014,transaction,1222,100586.0
1767327780000,608,view,1078,
1767328260000,902,view,1059,
1767329040000,171,view,1311,
1767329340000,1049,view,1224,
1767329340000,72,view,1267,
1767329640000,1049,addtocart,1224,
1767329820000,1049,transaction,1224,100597.0
1767329820000,1049,view,1097,
1767329880000,1049,view,1124,
1767330720000,1021,view,1291,
1767331380000,1079,view,1180,
1767331620000,1111,view,1283,
1767331920000,760,view,1312,
1767332100000,220,view,1219,
1767332220000,845,view,1249,
1767332460000,845,view,1349,
1767332820000,42,view,1124,
1767332820000,845,addtocart,1349,
1767332940000,845,transaction,1349,100496.0
1767332940000,845,view,1086,
1767333240000,348,view,1331,
1767333420000,617,view,1083,
1767333540000,617,view,1213,
1767333660000,243,view,1167,
1767333780000,617,addtocart,1213,
1767334140000,47,view,1004,
1767334200000,1197,view,1111,
1767334560000,503,view,1320,
1767334620000,549,view,1180,
1767334860000,26,view,1269,
1767334980000,940,view,1126,
1767334980000,793,view,1206,
1767335160000,940,view,1266,
1767335220000,483,view,1082,
1767335400000,155,view,1131,
1767335580000,975,view,1091,
1767335640000,1086,view,1143,
1767335880000,316,view,1063,
1767335880000,975,view,1129,
1767336060000,1086,addtocart,1143,
1767336180000,1086,view,1343,
1767336180000,975,view,1019,
1767336240000,227,view,1167,
1767336360000,871,view,1300,
1767336540000,98,view,1302,
1767336540000,975,view,1321,
1767336660000,253,view,1166,
1767336840000,975,view,1189,
1767337740000,669,view,1215,
1767338280000,178,view,1138,
1767338880000,1187,view,1099,
1767339240000,680,view,1023,
1767339540000,876,view,1319,
1767340260000,30,view,1114,
1767340380000,30,view,1104,
1767340440000,449,view,1096,
1767340620000,388,view,1187,
1767341880000,246,view,1181,
1767344400000,962,view,1026,
1767344700000,201,view,1123,
1767344760000,442,view,1188,
1767345360000,689,view,1323,
1767345480000,1142,view,1051,
1767346500000,506,view,1193,
1767347040000,397,view,1134,
1767347520000,288,view,1252,
1767347880000,211,view,1190,
1767349200000,246,view,1346,
1767349620000,512,view,1072,
1767350220000,973,view,1098,
1767350820000,1089,view,1223,
1767351240000,1089,view,1273,
1767351420000,1089,view,1113,
1767352140000,315,view,1003,
1767352200000,104,view,1009,
1767352380000,315,view,1063,
1767352380000,815,view,1243,
1767352440000,296,view,1160,
1767352800000,315,addtocart,1063,
1767353520000,544,view,1184,
1767353580000,999,view,1183,
1767353760000,999,addtocart,1183,
1767353820000,858,view,1181,
1767353820000,999,view,1255,
1767354420000,453,view,1336,
1767354540000,722,view,1265,
1767354720000,205,view,1164,
1767355500000,619,view,1103,
1767356520000,440,view,1002,
1767358020000,472,view,1301,
1767358260000,840,view,1148,
1767358800000,746,view,1323,
1767359100000,145,view,1276,
1767359880000,566,view,1139,
1767360360000,195,view,1283,
1767361380000,517,view,1109,
1767361680000,846,view,1240,
1767361800000,474,view,1120,
1767362160000,661,view,1335,
1767362400000,674,view,1302,
1767362700000,674,view,1010,
1767363360000,1035,view,1030,
1767363660000,612,view,1065,
1767363720000,389,view,1140,
1767363780000,785,view,1105,
1767364020000,389,view,1050,
1767364140000,389,addtocart,1050,
1767364200000,389,view,1280,
1767364380000,389,view,1143,
1767365280000,325,view,1303,
1767365580000,209,view,1266,
1767366180000,297,view,1079,
1767366480000,743,view,1215,
1767368340000,495,view,1312,
1767368520000,884,view,1014,
1767368640000,1148,view,1173,
1767368760000,495,addtocart,1312,
1767368880000,431,view,1210,
1767368940000,1148,view,1201,
1767368940000,495,view,1206,
1767369120000,495,addtocart,1206,
1767369360000,495,view,1076,
1767369360000,495,transaction,1206,100286.0
1767369540000,621,view,1314,
1767369720000,495,view,1252,
1767372120000,592,view,1145,
1767372300000,312,view,1298,
1767372420000,820,view,1300,
1767372780000,1116,view,1257,
1767372840000,474,view,1020,
1767373500000,10,view,1041,
1767373680000,10,view,1273,
1767373740000,10,view,1343,
1767373800000,208,view,1250,
1767373980000,10,view,1143,
1767374040000,889,view,1125,
1767375900000,683,view,1068,
1767376080000,824,view,1064,
1767376080000,96,view,1307,
1767376140000,284,view,1250,
1767376200000,284,addtocart,1250,
1767376260000,284,view,1256,
1767376320000,614,view,1113,
1767376380000,284,view,1066,
1767376560000,284,view,1116,
1767376620000,1005,view,1132,
1767376860000,724,view,1185,
1767377100000,1123,view,1319,
1767377640000,722,view,1147,
1767377760000,188,view,1308,
1767377880000,892,view,1279,
1767378180000,1057,view,1134,
1767378960000,129,view,1154,
1767379080000,129,view,1164,
1767379200000,129,view,1214,
1767379500000,129,view,1284,
1767379740000,1001,view,1185,
1767380160000,659,view,1122,
1767380640000,504,view,1145,
1767380820000,857,view,1118,
1767380880000,1027,view,1125,
1767380940000,1149,view,1215,
1767381180000,1116,view,1317,
1767381480000,420,view,1275,
1767381540000,548,view,1326,
1767382200000,185,view,1009,
1767382260000,185,view,1307,
1767382380000,199,view,1338,
1767382380000,813,view,1152,
1767382380000,185,view,1047,
1767382440000,972,view,1032,
1767382560000,912,view,1270,
1767382680000,621,view,1289,
1767382800000,185,view,1277,
1767382800000,1153,view,1122,
1767383400000,1013,view,1012,
1767383520000,272,view,1180,
1767383700000,375,view,1025,
1767383880000,375,view,1215,
1767384360000,890,view,1106,
1767384360000,80,view,1215,
1767384420000,890,view,1286,
1767384600000,80,view,1178,
1767384720000,890,view,1192,
1767384780000,890,view,1092,
1767384780000,1186,view,1286,
1767384840000,195,view,1173,
1767384960000,1186,view,1118,
1767385380000,1186,view,1316,
1767385440000,602,view,1198,
1767385500000,670,view,1295,
1767385740000,1186,addtocart,1316,
1767385860000,1082,view,1217,
1767386280000,922,view,1323,
1767386340000,912,view,1249,
1767386520000,922,view,1093,
1767386640000,922,addtocart,1093,
1767386700000,836,view,1030,
1767386880000,352,view,1330,
1767386940000,922,view,1043,
1767387660000,1168,view,1052,
1767387780000,78,view,1233,
1767387840000,920,view,1070,
1767388020000,771,view,1246,
1767388200000,555,view,1329,
1767388200000,567,view,1087,
1767388320000,598,view,1233,
1767388560000,615,view,1039,
1767388620000,567,view,1051,
1767388920000,567,view,1271,
1767389100000,567,view,1331,
1767389280000,821,view,1270,
1767389340000,945,view,1185,
1767389400000,567,view,1157,
1767389760000,216,view,1077,
1767390060000,216,view,1307,
1767390300000,216,addtocart,1307,
1767390300000,587,view,1118,
1767390480000,216,view,1158,
1767390540000,606,view,1250,
1767390780000,216,view,1278,
1767392100000,201,view,1325,
1767392640000,1178,view,1252,
1767393840000,503,view,1154,
1767393960000,1028,view,1142,
1767394080000,1160,view,1308,
1767394200000,1028,view,1116,
1767394620000,1028,view,1096,
1767394920000,338,view,1312,
1767394980000,1028,view,1336,
1767395220000,1028,view,1252,
1767395280000,749,view,1306,
1767395400000,444,view,1311,
1767395760000,841,view,1311,
1767395760000,1094,view,1089,
1767396480000,458,view,1007,
1767396960000,1052,view,1279,
1767397320000,615,view,1045,
1767397440000,311,view,1201,
1767397620000,1192,view,1332,
1767397800000,311,addtocart,1201,
1767397860000,311,view,1301,
1767398160000,311,view,1175,
1767398400000,311,view,1071,
1767398640000,178,view,1298,
1767399840000,379,view,1277,
1767399960000,379,view,1167,
1767400020000,379,view,1037,
1767400140000,877,view,1188,
1767400440000,379,view,1217,
1767400680000,580,view,1083,
1767401160000,470,view,1292,
1767401760000,898,view,1101,
1767401820000,17,view,1096,
1767402000000,691,view,1243,
1767402660000,410,view,1260,
1767403080000,18,view,1028,
1767404580000,1138,view,1295,
1767405000000,424,view,1144,
1767405060000,915,view,1342,
1767405660000,797,view,1046,
1767406620000,165,view,1219,
1767407160000,682,view,1243,
1767407220000,409,view,1085,
1767408240000,44,view,1045,
1767408840000,1024,view,1249,
1767409740000,1029,view,1027,
1767409920000,1140,view,1015,
1767409980000,500,view,1171,
1767410640000,597,view,1105,
1767411240000,579,view,1102,
1767411300000,50,view,1263,
1767411540000,187,view,1125,
1767412200000,62,view,1128,
1767412800000,1136,view,1220,
1767413220000,1136,view,1184,
1767413340000,1136,view,1170,
1767413340000,1064,view,1197,
1767413520000,1136,view,1054,
1767413760000,1136,addtocart,1054,
1767414060000,1136,transaction,1054,100638.0
1767414900000,27,view,1109,
1767415080000,912,view,1000,
1767415140000,912,view,1060,
1767415140000,72,view,1115,
1767415140000,708,view,1050,
1767415500000,912,view,1296,
1767415800000,912,view,1050,
1767415860000,843,view,1255,
1767417060000,1049,view,1091,
1767417660000,1119,view,1006,
1767417840000,722,view,1149,
1767417840000,102,view,1046,
1767417960000,1039,view,1199,
1767418860000,783,view,1237,
1767420840000,496,view,1122,
1767421020000,600,view,1250,
1767422220000,1054,view,1162,
1767422280000,779,view,1032,
1767423180000,242,view,1057,
1767423240000,834,view,1092,
1767423660000,407,view,1118,
1767426300000,241,view,1031,
1767426300000,865,view,1230,
1767426420000,1028,view,1221,
1767426420000,241,view,1062,
1767426480000,580,view,1135,
1767426540000,241,view,1252,
1767426600000,241,addtocart,1252,
1767427260000,37,view,1088,
1767427320000,426,view,1207,
1767427380000,37,addtocart,1088,
1767427380000,617,view,1249,
1767427560000,426,view,1028,
1767427680000,426,addtocart,1028,
1767427680000,37,view,1239,
1767427800000,37,view,1169,
1767427920000,426,view,1348,
1767428040000,37,addtocart,1169,
1767428100000,705,view,1126,
1767428100000,426,addtocart,1348,
1767428160000,37,view,1069,
1767428160000,705,view,1106,
1767428220000,426,transaction,1348,100233.0
1767428220000,426,view,1238,
1767428220000,37,view,1038,
1767428340000,29,view,1012,
1767428580000,705,view,1209,
1767428580000,906,view,1277,
1767428580000,213,view,1178,
1767428640000,705,addtocart,1209,
1767428700000,668,view,1122,
1767428760000,213,view,1138,
1767428760000,705,transaction,1209,100410.0
1767428820000,47,view,1281,
1767429000000,47,view,1241,
1767429120000,187,view,1061,
1767429180000,47,addtocart,1241,
1767429180000,213,view,1088,
1767429240000,47,view,1041,
1767429240000,187,view,1209,
1767429420000,47,view,1075,
1767429540000,187,view,1151,
1767429720000,47,view,1045,
1767429780000,402,view,1004,
1767429900000,187,addtocart,1151,
1767430020000,47,addtocart,1045,
1767430620000,293,view,1074,
1767431160000,1007,view,1006,
1767431160000,1103,view,1239,
1767432540000,401,view,1145,
1767432540000,522,view,1039,
1767433140000,272,view,1114,
1767433260000,697,view,1209,
1767433320000,639,view,1014,
1767433440000,697,view,1264,
1767434160000,1070,view,1064,
1767434640000,601,view,1304,
1767435360000,952,view,1278,
1767437160000,903,view,1135,
1767437160000,28,view,1297,
1767437700000,1008,view,1330,
1767437820000,327,view,1214,
1767437940000,159,view,1189,
1767438600000,805,view,1186,
1767438660000,805,view,1163,
1767438960000,805,view,1206,
1767439020000,173,view,1045,
1767439080000,164,view,1093,
1767439320000,805,view,1133,
1767439560000,674,view,1012,
1767439680000,21,view,1071,
1767439860000,21,view,1030,
1767440340000,991,view,1104,
1767441060000,444,view,1056,
1767441180000,820,view,1134,
1767441780000,616,view,1060,
1767441960000,94,view,1244,
1767442080000,733,view,1134,
1767442140000,533,view,1097,
1767442200000,616,addtocart,1060,
1767442260000,733,addtocart,1134,
1767442380000,727,view,1316,
1767442440000,616,view,1038,
1767442440000,733,view,1227,
1767442440000,733,transaction,1134,100423.0
1767442560000,727,view,1034,
1767442560000,616,view,1280,
1767442680000,616,view,1178,
1767442680000,727,addtocart,1034,
1767442680000,813,view,1340,
1767442740000,727,view,1176,
1767442800000,616,view,1220,
1767442860000,746,view,1303,
1767443160000,727,view,1314,
1767443220000,727,view,1334,
1767443280000,1035,view,1179,
1767443520000,577,view,1186,
1767443580000,727,addtocart,1334,
1767443700000,727,transaction,1334,100419.0
1767444360000,454,view,1263,
1767445320000,662,view,1243,
1767445860000,1068,view,1269,
1767445920000,1068,view,1334,
1767445920000,758,view,1077,
1767446280000,1068,view,1129,
1767446280000,349,view,1152,
1767446880000,295,view,1242,
1767446940000,1025,view,1046,
1767447180000,217,view,1323,
1767447540000,217,view,1093,
1767447840000,426,view,1125,
1767447840000,58,view,1214,
1767447900000,217,view,1253,
1767448200000,1078,view,1257,
1767448920000,412,view,1082,
1767450240000,492,view,1159,
1767450360000,1109,view,1181,
1767450540000,1109,addtocart,1181,
1767450840000,1109,view,1121,
1767450840000,94,view,1136,
1767451260000,1109,view,1241,
1767451560000,1109,view,1150,
1767451620000,1109,view,1331,
1767452100000,888,view,1117,
1767452940000,906,view,1321,
1767453720000,1017,view,1029,
1767453900000,1126,view,1045,
1767454080000,783,view,1057,
1767454380000,261,view,1287,
1767454620000,649,view,1275,
1767455520000,516,view,1177,
1767455760000,509,view,1349,
1767455940000,509,view,1309,
1767456180000,1044,view,1308,
1767456360000,509,addtocart,1309,
1767456420000,728,view,1101,
1767456540000,509,view,1186,
1767456540000,728,view,1311,
1767456540000,509,transaction,1309,100298.0
1767456840000,728,view,1236,
1767456900000,509,view,1299,
1767456960000,728,view,1021,
1767456960000,509,view,1006,
1767457140000,1043,view,1277,
1767457380000,884,view,1144,
1767457440000,576,view,1021,
1767457800000,884,view,1154,
1767457860000,1200,view,1303,
1767458160000,204,view,1111,
1767458220000,204,addtocart,1111,
1767458400000,245,view,1091,
1767458520000,204,view,1231,
1767458640000,204,view,1055,
1767458640000,1106,view,1154,
1767458700000,259,view,1264,
1767458940000,822,view,1287,
1767458940000,204,view,1285,
1767460560000,381,view,1004,
1767460740000,433,view,1018,
1767460980000,277,view,1307,
1767461580000,571,view,1086,
1767461760000,1100,view,1305,
1767461880000,681,view,1203,
1767462060000,1100,view,1125,
1767462360000,1100,addtocart,1125,
1767462660000,267,view,1298,
1767462720000,649,view,1093,
1767463080000,267,addtocart,1298,
1767463140000,267,view,1114,
1767463680000,580,view,1070,
1767464640000,990,view,1235,
1767465060000,990,view,1099,
1767466200000,629,view,1208,
1767466260000,743,view,1264,
1767466920000,428,view,1316,
1767467340000,428,view,1016,
1767467520000,428,view,1276,
1767467580000,428,view,1046,
1767467640000,406,view,1302,
1767468060000,406,view,1292,
1767468240000,406,addtocart,1292,
1767468360000,222,view,1190,
1767468360000,406,view,1327,
1767468480000,222,view,1120,
1767468660000,222,addtocart,1120,
1767468660000,406,view,1142,
1767468840000,222,view,1290,
1767469200000,222,addtocart,1290,
1767469260000,259,view,1348,
1767469320000,222,transaction,1290,100130.0
1767469320000,222,view,1205,
1767469620000,316,view,1314,
1767469740000,222,view,1335,
1767469860000,771,view,1014,
1767469920000,214,view,1084,
1767469980000,174,view,1246,
1767470220000,771,view,1203,
